true I(400),predicted I(400)
0.11224540700270917,0.08943839183272474
0.0894383918327247,0.12993517862030796
0.14440862812561608,0.12794488679456484
0.16645138175640495,0.15753478216666175
0.16541047459128913,0.1784717475293613
0.18830659225268914,0.1527442170068278
0.09303185982293835,0.10945589325985991
0.09819150768945581,0.12752326614625492
0.16967942943030861,0.15294391054396644
0.18242597361947216,0.15756553817007943
0.14660535083939602,0.17175888453481641
0.16464749181171245,0.16046402904822932
0.1774024135256923,0.16464749181171262
