"true пик, нм","predicted пик, нм"
498.9967197750712,498.7226804123723
498.9967197750712,498.72268041237214
495.5712277413317,498.2002928772269
497.9690721649494,496.88147844423713
497.9690721649494,498.62847938144444
498.9967197750712,499.9216026241808
498.9967197750712,501.8227507029063
503.7924086223065,502.233809746955
503.7924086223065,501.8741330834124
503.7924086223065,503.4327319587639
503.7924086223065,503.35565838800466
