true I(max)-I(400),predicted I(max)-I(400)
1.7163722225423517,1.8820779133076404
1.8820779133076406,1.5202480741436364
1.3597828618174135,1.6120051972310758
1.391036611350249,1.40297159459454
1.426227066089916,1.3661078656815593
1.351150618280346,1.4945664131302845
1.8167376206063128,1.6229638485000766
1.6617943099600399,1.6013107517129055
1.3380112452876303,1.4703451312993048
1.3288392166370238,1.3361244070741494
1.334237568860668,1.3362534637408783
1.3429615920729356,1.3090619987214676
1.2782918574402236,1.342961592072937
