true I(max)-I(400),predicted I(max)-I(400)
1.7163722225423517,1.8820779133076404
1.8820779133076406,1.5943713683453142
1.3597828618174135,1.4886372947078808
1.391036611350249,1.397534292835242
1.426227066089916,1.420185151445939
1.351150618280346,1.4654868686673326
1.8167376206063128,1.6391434513493415
1.6617943099600399,1.6459731792170609
1.3380112452876303,1.4630112777285773
1.3288392166370238,1.3393725906535905
1.334237568860668,1.34122897069808
1.3429615920729356,1.3342375688606671
1.2782918574402236,1.3342375688606671
