true weight,predicted weight
0.1725525257662354,0.20376668202443665
0.1486071143607754,0.18409532500899742
0.18237322378308915,0.18409532500899742
0.21435972840782874,0.18409532500899742
0.21817929252527327,0.20376668202443665
0.23703235326022873,0.18409532500899742
0.1500188246972134,0.20376668202443665
0.14692844349591533,0.20376668202443665
0.21199419564526614,0.20376668202443665
0.22686020034156085,0.18409532500899742
0.18254850333108907,0.20376668202443665
0.20644548960198839,0.20376668202443665
0.21336747199313658,0.18409532500899742
