true I(max)-I(400),predicted I(max)-I(400)
0.08040949168470161,0.07889163003740095
0.07889163003740093,0.06760530770075826
0.051955749498160786,0.07199010715699614
0.06508858427659125,0.060301751802502065
0.07050242128558576,0.0657098194881146
0.0661239762957968,0.07118744610393342
0.0759826198323667,0.06512525547784406
0.06498258107527935,0.06946244722553999
0.05735355524143321,0.06198632098567588
0.059988814259273604,0.05296847216410644
0.049001016046525014,0.058580394924588344
0.05646776592256053,0.0491392527194945
0.04936964717444353,0.05646776592256053
