"true пик, нм","predicted пик, нм"
498.9967197750712,498.9967197750713
498.9967197750712,497.2839737582015
495.5712277413317,498.4315135895043
497.9690721649494,496.830096063731
497.9690721649494,498.14891049672076
498.9967197750712,498.86826382380605
498.9967197750712,500.9149953139654
503.7924086223065,501.8741330834124
503.7924086223065,503.7924086223064
503.7924086223065,503.7924086223064
503.7924086223065,503.7924086223064
