true ширина,predicted ширина
52.06747891284022,52.307263355202
49.32708528584863,52.26444470478024
68.16729147141575,61.15359653233422
62.68650421743257,65.3840791940025
62.68650421743268,61.32487113402118
51.38238050609232,60.72541002811678
54.80787253983181,64.05670103092842
68.8523898781637,61.24779756326203
66.11199625117217,56.41785379568938
66.11199625117206,63.74840674789185
66.45454545454606,66.89985941893215
