true height,predicted height
32.828655719176936,32.82865571917705
32.82865571917705,35.05142928349623
37.27420284781556,34.709464119754884
36.24830735659128,37.10322026594484
36.932237684074096,38.40268788816225
39.32599383026411,36.33379864752662
32.144725391694124,34.70946411975484
34.19651637414273,36.6928620694551
45.139401613868415,40.64255971066862
44.11350612264408,44.79743645012693
44.45547128638543,44.47256954457261
44.79743645012695,44.275939575421276
44.11350612264414,44.79316188558018
