true height,predicted height
32.828655719176936,37.27420284781556
32.82865571917705,37.27420284781556
37.27420284781556,34.709464119754884
36.24830735659128,37.94103491711134
36.932237684074096,38.6078669864071
39.32599383026411,36.21411084021712
32.144725391694124,44.12205525173763
34.19651637414273,44.558060835507945
45.139401613868415,34.196516374142696
44.11350612264408,34.196516374142696
44.45547128638543,34.196516374142696
44.79743645012695,34.196516374142696
44.11350612264414,34.196516374142696
